0.04,0.95,303
0.04,0.96,308
0.04,0.97,220
0.04,0.98,277
0.04,0.99,247
0.04,1,8062
0.05,0.01,200
0.05,0.02,200
0.05,0.03,200
0.05,0.04,200
0.05,0.05,200
0.05,0.06,200
0.05,0.07,200
0.05,0.08,200
0.05,0.09,200
0.05,0.1,200
0.05,0.11,284
0.05,0.12,284
0.05,0.13,284
0.05,0.14,284
0.05,0.15,284
0.05,0.16,284
0.05,0.17,284
0.05,0.18,284
0.05,0.19,284
0.05,0.2,284
0.05,0.21,284
0.05,0.22,284
0.05,0.23,189
0.05,0.24,268
0.05,0.25,158
0.05,0.26,226
0.05,0.27,269
0.05,0.28,279
0.05,0.29,271
0.05,0.3,202
0.05,0.31,202
0.05,0.32,319
0.05,0.33,311
0.05,0.34,423
0.05,0.35,423
0.05,0.36,252
0.05,0.37,252
0.05,0.38,252
0.05,0.39,252
0.05,0.4,252
0.05,0.41,252
0.05,0.42,252
0.05,0.43,252
0.05,0.44,252
0.05,0.45,252
0.05,0.46,252
0.05,0.47,252
0.05,0.48,252
0.05,0.49,252
0.05,0.5,210
0.05,0.51,203
0.05,0.52,235
0.05,0.53,237
0.05,0.54,238
0.05,0.55,232
0.05,0.56,255
0.05,0.57,216
0.05,0.58,274
0.05,0.59,242
0.05,0.6,233
0.05,0.61,236
0.05,0.62,237
0.05,0.63,228
0.05,0.64,233
0.05,0.65,249
0.05,0.66,249
0.05,0.67,249
0.05,0.68,249
0.05,0.69,249
0.05,0.7,240
0.05,0.71,199
0.05,0.72,243
0.05,0.73,246
0.05,0.74,208
0.05,0.75,191
0.05,0.76,215
0.05,0.77,186
0.05,0.78,200
0.05,0.79,216
0.05,0.8,243
0.05,0.81,211
0.05,0.82,164
0.05,0.83,158
0.05,0.84,297
0.05,0.85,293
0.05,0.86,252
0.05,0.87,255
0.05,0.88,275
0.05,0.89,348
0.05,0.9,267
0.05,0.91,286
0.05,0.92,262
0.05,0.93,437
0.05,0.94,318
0.05,0.95,375
0.05,0.96,478
0.05,0.97,219
0.05,0.98,166
0.05,0.99,554
0.05,1,3622
0.06,0.01,214
0.06,0.02,214
0.06,0.03,219
0.06,0.04,397
0.06,0.05,397
0.06,0.06,397
0.06,0.07,397
0.06,0.08,397
0.06,0.09,397
0.06,0.1,397
0.06,0.11,397
0.06,0.12,282
0.06,0.13,282
0.06,0.14,282
0.06,0.15,282
0.06,0.16,282
0.06,0.17,282
0.06,0.18,282
0.06,0.19,282
0.06,0.2,282
0.06,0.21,282
0.06,0.22,282
0.06,0.23,282
0.06,0.24,282
0.06,0.25,282
0.06,0.26,282
0.06,0.27,310
0.06,0.28,310
0.06,0.29,310
0.06,0.3,310
0.06,0.31,310
0.06,0.32,310
0.06,0.33,310
0.06,0.34,310
0.06,0.35,310
0.06,0.36,310
0.06,0.37,310
0.06,0.38,310
0.06,0.39,255
0.06,0.4,255
0.06,0.41,273
0.06,0.42,284
0.06,0.43,284
0.06,0.44,296
0.06,0.45,261
0.06,0.46,273
0.06,0.47,298
0.06,0.48,284
0.06,0.49,234
0.06,0.5,312
0.06,0.51,243
0.06,0.52,296
0.06,0.53,260
0.06,0.54,305
0.06,0.55,329
0.06,0.56,218
0.06,0.57,231
0.06,0.58,254
0.06,0.59,290
0.06,0.6,223
0.06,0.61,370
0.06,0.62,380
0.06,0.63,371
0.06,0.64,374
0.06,0.65,336
0.06,0.66,335
0.06,0.67,274
0.06,0.68,286
0.06,0.69,211
0.06,0.7,242
0.06,0.71,250
0.06,0.72,241
0.06,0.73,206
0.06,0.74,365
0.06,0.75,192
0.06,0.76,161
0.06,0.77,246
0.06,0.78,190
0.06,0.79,151
0.06,0.8,275
0.06,0.81,235
0.06,0.82,160
0.06,0.83,333
0.06,0.84,240
0.06,0.85,261
0.06,0.86,483
0.06,0.87,259
0.06,0.88,381
0.06,0.89,223
0.06,0.9,454
0.06,0.91,340
0.06,0.92,320
0.06,0.93,341
0.06,0.94,352
0.06,0.95,307
0.06,0.96,256
0.06,0.97,348
0.06,0.98,540
0.06,0.99,281
0.06,1,7916
0.07,0.01,272
0.07,0.02,272
0.07,0.03,272
0.07,0.04,272
0.07,0.05,272
0.07,0.06,272
0.07,0.07,272
0.07,0.08,272
0.07,0.09,272
0.07,0.1,272
0.07,0.11,272
0.07,0.12,295
0.07,0.13,295
0.07,0.14,295
0.07,0.15,295
0.07,0.16,295
0.07,0.17,295
0.07,0.18,295
0.07,0.19,295
0.07,0.2,295
0.07,0.21,295
0.07,0.22,295
0.07,0.23,295
0.07,0.24,359
0.07,0.25,359
0.07,0.26,359
0.07,0.27,359
0.07,0.28,359
0.07,0.29,359
0.07,0.3,359
0.07,0.31,359
0.07,0.32,359
0.07,0.33,359
0.07,0.34,295
0.07,0.35,295
0.07,0.36,295
0.07,0.37,295
0.07,0.38,295
0.07,0.39,295
0.07,0.4,295
0.07,0.41,295
0.07,0.42,295
0.07,0.43,295
0.07,0.44,295
0.07,0.45,295
0.07,0.46,295
0.07,0.47,295
0.07,0.48,329
0.07,0.49,447
0.07,0.5,284
0.07,0.51,336
0.07,0.52,350
0.07,0.53,352
0.07,0.54,317
0.07,0.55,306
0.07,0.56,273
0.07,0.57,339
0.07,0.58,394
0.07,0.59,326
0.07,0.6,306
0.07,0.61,273
0.07,0.62,367
0.07,0.63,308
0.07,0.64,265
0.07,0.65,316
0.07,0.66,364
0.07,0.67,456
0.07,0.68,403
0.07,0.69,313
0.07,0.7,351
0.07,0.71,370
0.07,0.72,407
0.07,0.73,274
0.07,0.74,235
0.07,0.75,256
0.07,0.76,256
0.07,0.77,256
0.07,0.78,206
0.07,0.79,206
0.07,0.8,223
0.07,0.81,318
0.07,0.82,260
0.07,0.83,271
0.07,0.84,292
0.07,0.85,322
0.07,0.86,307
0.07,0.87,683
0.07,0.88,445
0.07,0.89,538
0.07,0.9,299
0.07,0.91,199
0.07,0.92,207
0.07,0.93,259
0.07,0.94,434
0.07,0.95,288
0.07,0.96,583
0.07,0.97,397
0.07,0.98,291
0.07,0.99,260
0.07,1,5562
0.08,0.01,291
0.08,0.02,291
0.08,0.03,291
0.08,0.04,291
0.08,0.05,291
0.08,0.06,291
0.08,0.07,473
0.08,0.08,473
0.08,0.09,473
0.08,0.1,473
0.08,0.11,473
0.08,0.12,473
0.08,0.13,473
0.08,0.14,473
0.08,0.15,473
0.08,0.16,304
0.08,0.17,304
0.08,0.18,304
0.08,0.19,304
0.08,0.2,304
0.08,0.21,304
0.08,0.22,304
0.08,0.23,304
0.08,0.24,304
0.08,0.25,304
0.08,0.26,304
0.08,0.27,304
0.08,0.28,358
0.08,0.29,358
0.08,0.3,296
0.08,0.31,416
0.08,0.32,416
0.08,0.33,416
0.08,0.34,416
0.08,0.35,416
0.08,0.36,416
0.08,0.37,416
0.08,0.38,416
0.08,0.39,416
0.08,0.4,309
0.08,0.41,309
0.08,0.42,309
0.08,0.43,309
0.08,0.44,309
0.08,0.45,309
0.08,0.46,299
0.08,0.47,309
0.08,0.48,239
0.08,0.49,282
0.08,0.5,317
0.08,0.51,400
0.08,0.52,398
0.08,0.53,447
0.08,0.54,193
0.08,0.55,386
0.08,0.56,469
0.08,0.57,508
0.08,0.58,471
0.08,0.59,539
0.08,0.6,546
0.08,0.61,417
0.08,0.62,444
0.08,0.63,475
0.08,0.64,438
0.08,0.65,426
0.08,0.66,438
0.08,0.67,531
0.08,0.68,356
0.08,0.69,486
0.08,0.7,370
0.08,0.71,513
0.08,0.72,319
0.08,0.73,454
0.08,0.74,250
0.08,0.75,462
0.08,0.76,317
0.08,0.77,739
0.08,0.78,389
0.08,0.79,406
0.08,0.8,568
0.08,0.81,529
0.08,0.82,412
0.08,0.83,426
0.08,0.84,673
0.08,0.85,214
0.08,0.86,301
0.08,0.87,366
0.08,0.88,536
0.08,0.89,393
0.08,0.9,665
0.08,0.91,524
0.08,0.92,385
0.08,0.93,599
0.08,0.94,424
0.08,0.95,612
0.08,0.96,526
0.08,0.97,533
0.08,0.98,494
0.08,0.99,776
0.08,1,6921
0.09,0.01,347
0.09,0.02,330
0.09,0.03,330
0.09,0.04,330
0.09,0.05,330
0.09,0.06,330
0.09,0.07,330
0.09,0.08,330
0.09,0.09,330
0.09,0.1,330
0.09,0.11,330
0.09,0.12,330
0.09,0.13,330
0.09,0.14,330
0.09,0.15,330
0.09,0.16,530
0.09,0.17,530
0.09,0.18,530
0.09,0.19,530
0.09,0.2,530
0.09,0.21,530
0.09,0.22,530
0.09,0.23,530
0.09,0.24,281
0.09,0.25,281
0.09,0.26,281
0.09,0.27,281
0.09,0.28,281
0.09,0.29,281
0.09,0.3,281
0.09,0.31,281
0.09,0.32,281
0.09,0.33,281
0.09,0.34,281
0.09,0.35,281
0.09,0.36,281
0.09,0.37,281
0.09,0.38,281
0.09,0.39,424
0.09,0.4,339
0.09,0.41,324
0.09,0.42,443
0.09,0.43,276
0.09,0.44,276
0.09,0.45,276
0.09,0.46,283
0.09,0.47,422
0.09,0.48,308
0.09,0.49,288
0.09,0.5,295
0.09,0.51,333
0.09,0.52,607
0.09,0.53,231
0.09,0.54,323
0.09,0.55,578
0.09,0.56,610
0.09,0.57,448
0.09,0.58,607
0.09,0.59,527
0.09,0.6,601
0.09,0.61,563
0.09,0.62,434
0.09,0.63,395
0.09,0.64,320
0.09,0.65,371
0.09,0.66,396
0.09,0.67,289
0.09,0.68,428
0.09,0.69,582
0.09,0.7,452
0.09,0.71,557
0.09,0.72,396
0.09,0.73,758
0.09,0.74,631
0.09,0.75,531
0.09,0.76,381
0.09,0.77,413
0.09,0.78,561
0.09,0.79,316
0.09,0.8,364
0.09,0.81,390
0.09,0.82,500
0.09,0.83,1203
0.09,0.84,792
0.09,0.85,743
0.09,0.86,786
0.09,0.87,629
0.09,0.88,643
0.09,0.89,547
0.09,0.9,790
0.09,0.91,1082
0.09,0.92,1057
0.09,0.93,498
0.09,0.94,720
0.09,0.95,359
0.09,0.96,834
0.09,0.97,436
0.09,0.98,560
0.09,0.99,1530
0.1,0.01,334
0.1,0.02,334
0.1,0.03,334
0.1,0.04,334
0.1,0.05,334
0.1,0.06,334
0.1,0.07,334
0.1,0.08,334
0.1,0.09,334
0.1,0.1,334
0.1,0.11,334
0.1,0.12,334
0.1,0.13,334
0.1,0.14,348
0.1,0.15,348
0.1,0.16,348
0.1,0.17,348
0.1,0.18,348
0.1,0.19,348
0.1,0.2,348
0.1,0.21,348
0.1,0.22,348
0.1,0.23,348
0.1,0.24,348
0.1,0.25,348
0.1,0.26,348
0.1,0.27,247
0.1,0.28,247
0.1,0.29,439
0.1,0.3,376
0.1,0.31,376
0.1,0.32,455
0.1,0.33,440
0.1,0.34,431
0.1,0.35,438
0.1,0.36,436
0.1,0.37,406
0.1,0.38,425
0.1,0.39,342
0.1,0.4,516
0.1,0.41,484
0.1,0.42,412
0.1,0.43,373
0.1,0.44,373
0.1,0.45,373
0.1,0.46,428
0.1,0.47,405
0.1,0.48,512
0.1,0.49,670
0.1,0.5,646
0.1,0.51,397
0.1,0.52,587
0.1,0.53,562
0.1,0.54,1054
0.1,0.55,2231
0.1,0.56,426
0.1,0.57,485
0.1,0.58,481
0.1,0.59,398
0.1,0.6,423
0.1,0.61,405
0.1,0.62,256
0.1,0.63,545
0.1,0.64,463
0.1,0.65,460
0.1,0.66,682
0.1,0.67,571
0.1,0.68,1104
0.1,0.69,583
0.1,0.7,1558
0.1,0.71,502
0.1,0.72,500
0.1,0.73,712
0.1,0.74,1125
0.1,0.75,1522
0.1,0.76,842
0.1,0.77,541
0.1,0.78,566
0.1,0.79,412
0.1,0.8,407
0.1,0.81,1224
0.1,0.82,750
0.1,0.83,849
0.1,0.84,336
0.1,0.85,670
0.1,0.86,558
0.1,0.87,564
0.1,0.88,582
0.1,0.89,1735
0.1,0.9,466
0.1,0.91,745
0.1,0.92,376
0.1,0.93,469
0.1,0.94,1203
0.1,0.95,1341
0.1,0.96,591
0.1,0.97,929
0.1,0.98,537
0.1,0.99,1982
0.11,0.01,427
0.11,0.02,427
0.11,0.03,427
0.11,0.04,427
0.11,0.05,427
0.11,0.06,427
0.11,0.07,427
0.11,0.08,427
0.11,0.09,643
0.11,0.1,643
0.11,0.11,643
0.11,0.12,643
0.11,0.13,643
0.11,0.14,643
0.11,0.15,643
0.11,0.16,372
0.11,0.17,372
0.11,0.18,372
0.11,0.19,372
0.11,0.2,372
0.11,0.21,372
0.11,0.22,372
0.11,0.23,372
0.11,0.24,372
0.11,0.25,372
0.11,0.26,372
0.11,0.27,372
0.11,0.28,492
0.11,0.29,524
0.11,0.3,439
0.11,0.31,491
0.11,0.32,491
0.11,0.33,767
0.11,0.34,623
0.11,0.35,456
0.11,0.36,456
0.11,0.37,456
0.11,0.38,536
0.11,0.39,339
0.11,0.4,339
0.11,0.41,339
0.11,0.42,445
0.11,0.43,620
0.11,0.44,597
0.11,0.45,597
0.11,0.46,596
0.11,0.47,578
0.11,0.48,560
0.11,0.49,617
0.11,0.5,703
0.11,0.51,541
0.11,0.52,655
0.11,0.53,1368
0.11,0.54,670
0.11,0.55,554
0.11,0.56,609
0.11,0.57,567
0.11,0.58,643
0.11,0.59,497
0.11,0.6,460
0.11,0.61,569
0.11,0.62,388
0.11,0.63,547
0.11,0.64,817
0.11,0.65,582
0.11,0.66,887
0.11,0.67,2008
0.11,0.68,970
0.11,0.69,570
0.11,0.7,1424
0.11,0.71,971
0.11,0.72,1007
0.11,0.73,407
0.11,0.74,677
0.11,0.75,682
0.11,0.76,618
0.11,0.77,742
0.11,0.78,2301
0.11,0.79,1273
0.11,0.8,1097
0.11,0.81,759
0.11,0.82,941
0.11,0.83,2514
0.11,0.84,1267
0.11,0.85,736
0.11,0.86,419
0.11,0.87,1229
0.11,0.88,883
0.11,0.89,790
0.11,0.9,780
0.11,0.91,1734
0.11,0.92,1341
0.11,0.93,793
0.11,0.94,1388
0.11,0.95,1439
0.11,0.96,2141
0.11,0.97,686
0.11,0.98,1979
0.11,0.99,1517
0.12,0.01,792
0.12,0.02,937
0.12,0.03,937
0.12,0.04,882
0.12,0.05,450
0.12,0.06,1005
0.12,0.07,595
0.12,0.08,595
0.12,0.09,595
0.12,0.1,595
0.12,0.11,595
0.12,0.12,595
0.12,0.13,426
0.12,0.14,426
0.12,0.15,426
0.12,0.16,597
0.12,0.17,768
0.12,0.18,349
0.12,0.19,494
0.12,0.2,494
0.12,0.21,494
0.12,0.22,274
0.12,0.23,274
0.12,0.24,274
0.12,0.25,274
0.12,0.26,274
0.12,0.27,274
0.12,0.28,274
0.12,0.29,274
0.12,0.3,274
0.12,0.31,274
0.12,0.32,274
0.12,0.33,274
0.12,0.34,274
0.12,0.35,517
0.12,0.36,520
0.12,0.37,741
0.12,0.38,808
0.12,0.39,854
0.12,0.4,856
0.12,0.41,780
0.12,0.42,828
0.12,0.43,848
0.12,0.44,572
0.12,0.45,1113
0.12,0.46,987
0.12,0.47,740
0.12,0.48,431
0.12,0.49,862
0.12,0.5,450
0.12,0.51,300
0.12,0.52,300
0.12,0.53,300
0.12,0.54,555
0.12,0.55,775
0.12,0.56,492
0.12,0.57,465
0.12,0.58,1134
0.12,0.59,715
0.12,0.6,682
0.12,0.61,626
0.12,0.62,1114
0.12,0.63,720
0.12,0.64,669
0.12,0.65,681
0.12,0.66,570
0.12,0.67,704
0.12,0.68,1018
0.12,0.69,1714
0.12,0.7,817
0.12,0.71,2034
0.12,0.72,1626
0.12,0.73,528
0.12,0.74,725
0.12,0.75,824
0.12,0.76,712
0.12,0.77,851
0.12,0.78,853
0.12,0.79,744
0.12,0.8,1544
0.12,0.81,825
0.12,0.82,828
0.12,0.83,1811
0.12,0.84,1621
0.12,0.85,724
0.12,0.86,2738
0.12,0.87,1283
0.12,0.88,2346
0.12,0.89,1777
0.12,0.9,1627
0.12,0.91,1270
0.12,0.92,775
0.12,0.93,2138
0.12,0.94,1846
0.12,0.95,1678
0.12,0.96,2333
0.12,0.97,2104
0.12,0.98,1868
0.12,0.99,1281
0.13,0.01,541
0.13,0.02,541
0.13,0.03,541
0.13,0.04,680
0.13,0.05,680
0.13,0.06,680
0.13,0.07,680
0.13,0.08,680
0.13,0.09,680
0.13,0.1,651
0.13,0.11,651
0.13,0.12,651
0.13,0.13,651
0.13,0.14,651
0.13,0.15,651
0.13,0.16,929
0.13,0.17,929
0.13,0.18,929
0.13,0.19,929
0.13,0.2,929
0.13,0.21,714
0.13,0.22,713
0.13,0.23,713
0.13,0.24,713
0.13,0.25,713
0.13,0.26,713
0.13,0.27,551
0.13,0.28,551
0.13,0.29,485
0.13,0.3,566
0.13,0.31,548
0.13,0.32,559
0.13,0.33,664
0.13,0.34,497
0.13,0.35,1021
0.13,0.36,820
0.13,0.37,790
0.13,0.38,1572
0.13,0.39,755
0.13,0.4,640
0.13,0.41,616
0.13,0.42,661
0.13,0.43,702
0.13,0.44,766
0.13,0.45,1511
0.13,0.46,317
0.13,0.47,236
0.13,0.48,310
0.13,0.49,248
0.13,0.5,243
0.13,0.51,341
0.13,0.52,600
0.13,0.53,1026
0.13,0.54,892
0.13,0.55,1086
0.13,0.56,1374
0.13,0.57,1149
0.13,0.58,1287
0.13,0.59,793
0.13,0.6,1154
0.13,0.61,901
0.13,0.62,1421
0.13,0.63,703
0.13,0.64,1197
0.13,0.65,565
0.13,0.66,480
0.13,0.67,1222
0.13,0.68,1009
0.13,0.69,421
0.13,0.7,713
0.13,0.71,3080
0.13,0.72,1557
0.13,0.73,1702
0.13,0.74,1237
0.13,0.75,948
0.13,0.76,1377
0.13,0.77,1141
0.13,0.78,581
0.13,0.79,575
0.13,0.8,1160
0.13,0.81,1058
0.13,0.82,1606
0.13,0.83,1889
0.13,0.84,2756
0.13,0.85,935
0.13,0.86,3233
0.13,0.87,2178
0.13,0.88,448
0.13,0.89,3675
0.13,0.9,1385
0.13,0.91,2326
0.13,0.92,1005
0.13,0.93,2780
0.13,0.94,1855
0.13,0.95,4393
0.13,0.96,1727
0.13,0.97,700
0.13,0.98,1116
0.13,0.99,4280
0.14,0.01,681
0.14,0.02,681
0.14,0.03,681
0.14,0.04,681
0.14,0.05,681
0.14,0.06,681
0.14,0.07,681
0.14,0.08,681
0.14,0.09,681
0.14,0.1,905
0.14,0.11,905
0.14,0.12,905
0.14,0.13,905
0.14,0.14,905
0.14,0.15,905
0.14,0.16,636
0.14,0.17,636
0.14,0.18,636
0.14,0.19,636
0.14,0.2,636
0.14,0.21,636
0.14,0.22,636
0.14,0.23,636
0.14,0.24,642
0.14,0.25,581
0.14,0.26,1420
0.14,0.27,481
0.14,0.28,481
0.14,0.29,481
0.14,0.3,481
0.14,0.31,481
0.14,0.32,481
0.14,0.33,481
0.14,0.34,480
0.14,0.35,689
0.14,0.36,481
0.14,0.37,640
0.14,0.38,681
0.14,0.39,762
0.14,0.4,705
0.14,0.41,718
0.14,0.42,694
0.14,0.43,891
0.14,0.44,1625
0.14,0.45,1045
0.14,0.46,528
0.14,0.47,1368
0.14,0.48,767
0.14,0.49,903
0.14,0.5,859
0.14,0.51,2195
0.14,0.52,650
0.14,0.53,1341
0.14,0.54,1071
0.14,0.55,1218
0.14,0.56,739
0.14,0.57,840
0.14,0.58,980
0.14,0.59,821
0.14,0.6,849
0.14,0.61,4175
0.14,0.62,859
0.14,0.63,1369
0.14,0.64,1334
0.14,0.65,2972
0.14,0.66,709
0.14,0.67,654
0.14,0.68,808
0.14,0.69,1443
0.14,0.7,1402
0.14,0.71,732
0.14,0.72,943
0.14,0.73,2203
0.14,0.74,2237
0.14,0.75,2435
0.14,0.76,1716
0.14,0.77,1710
0.14,0.78,1583
0.14,0.79,1980
0.14,0.8,2119
0.14,0.81,1254
0.14,0.82,1039
0.14,0.83,901
0.14,0.84,1781
0.14,0.85,2027
0.14,0.86,1835
0.14,0.87,3362
0.14,0.88,1216
0.14,0.89,2039
0.14,0.9,3209
0.14,0.91,1687
0.14,0.92,1681
0.14,0.93,2001
0.14,0.94,3946
